"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","Sex_label","Survived_label","Pclass_label","side_ship","deck"
"271","0","1","male",30,0,0,31,"S","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"272","1","3","male",25,0,0,0,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"273","1","2","female",41,0,1,19.5,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"274","0","1","male",37,0,1,29.7,"C","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"275","1","3","female",21,0,0,7.75,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"276","1","1","female",63,1,0,77.9583,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","D"
"277","0","3","female",45,0,0,7.75,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"278","0","2","male",30,0,0,0,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"279","0","3","male",7,4,1,29.125,"Q","Master","Männlich","Gestorben","3. Klasse",NA,NA
"280","1","3","female",35,1,1,20.25,"S","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"281","0","3","male",65,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"282","0","3","male",28,0,0,7.8542,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"283","0","3","male",16,0,0,9.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"284","1","3","male",19,0,0,8.05,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"285","0","1","male",30,0,0,26,"S","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","A"
"286","0","3","male",33,0,0,8.6625,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"287","1","3","male",30,0,0,9.5,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"288","0","3","male",22,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"289","1","2","male",42,0,0,13,"S","Mr","Männlich","Überlebt","2. Klasse",NA,NA
"290","1","3","female",22,0,0,7.75,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"291","1","1","female",26,0,0,78.85,"S","Miss","Weiblich","Überlebt","1. Klasse",NA,NA
"292","1","1","female",19,1,0,91.0792,"C","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"293","0","2","male",36,0,0,12.875,"C","Mr","Männlich","Gestorben","2. Klasse",NA,"D"
"294","0","3","female",24,0,0,8.85,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"295","0","3","male",24,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"296","0","1","male",30,0,0,27.7208,"C","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"297","0","3","male",23.5,0,0,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"298","0","1","female",2,1,2,151.55,"S","Miss","Weiblich","Gestorben","1. Klasse","Backbord","C"
"299","1","1","male",30,0,0,30.5,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","C"
"300","1","1","female",50,0,1,247.5208,"C","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","B"
"301","1","3","female",21,0,0,7.75,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"302","1","3","male",30,2,0,23.25,"Q","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"303","0","3","male",19,0,0,0,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"304","1","2","female",21,0,0,12.35,"Q","Miss","Weiblich","Überlebt","2. Klasse","Steuerbord","E"
"305","0","3","male",30,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"306","1","1","male",0.92,1,2,151.55,"S","Master","Männlich","Überlebt","1. Klasse","Backbord","C"
"307","1","1","female",21,0,0,110.8833,"C","Miss","Weiblich","Überlebt","1. Klasse",NA,NA
"308","1","1","female",17,1,0,108.9,"C","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","C"
"309","0","2","male",30,1,0,24,"C","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"310","1","1","female",30,0,0,56.9292,"C","Miss","Weiblich","Überlebt","1. Klasse","Backbord","E"
"311","1","1","female",24,0,0,83.1583,"C","Miss","Weiblich","Überlebt","1. Klasse","Backbord","C"
"312","1","1","female",18,2,2,262.375,"C","Miss","Weiblich","Überlebt","1. Klasse",NA,"B"
"313","0","2","female",26,1,1,26,"S","Mrs","Weiblich","Gestorben","2. Klasse",NA,NA
"314","0","3","male",28,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"315","0","2","male",43,1,1,26.25,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"316","1","3","female",26,0,0,7.8542,"S","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"317","1","2","female",24,1,0,26,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"318","0","2","male",54,0,0,14,"S","Dr","Männlich","Gestorben","2. Klasse",NA,NA
"319","1","1","female",31,0,2,164.8667,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","C"
"320","1","1","female",40,1,1,134.5,"C","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","E"
"321","0","3","male",22,0,0,7.25,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"322","0","3","male",27,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"323","1","2","female",30,0,0,12.35,"Q","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"324","1","2","female",22,1,1,29,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"325","0","3","male",30,8,2,69.55,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"326","1","1","female",36,0,0,135.6333,"C","Miss","Weiblich","Überlebt","1. Klasse","Backbord","C"
"327","0","3","male",61,0,0,6.2375,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"328","1","2","female",36,0,0,13,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,"D"
"329","1","3","female",31,1,1,20.525,"S","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"330","1","1","female",16,0,1,57.9792,"C","Miss","Weiblich","Überlebt","1. Klasse","Backbord","B"
"331","1","3","female",21,2,0,23.25,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"332","0","1","male",45.5,0,0,28.5,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"333","0","1","male",38,0,1,153.4625,"S","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","C"
"334","0","3","male",16,2,0,18,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"335","1","1","female",35,1,0,133.65,"S","Mrs","Weiblich","Überlebt","1. Klasse",NA,NA
"336","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"337","0","1","male",29,1,0,66.6,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"338","1","1","female",41,0,0,134.5,"C","Miss","Weiblich","Überlebt","1. Klasse","Backbord","E"
"339","1","3","male",45,0,0,8.05,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"340","0","1","male",45,0,0,35.5,"S","Mr","Männlich","Gestorben","1. Klasse",NA,"T"
"341","1","2","male",2,1,1,26,"S","Master","Männlich","Überlebt","2. Klasse","Backbord","F"
"342","1","1","female",24,3,2,263,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","C"
"343","0","2","male",28,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"344","0","2","male",25,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"345","0","2","male",36,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"346","1","2","female",24,0,0,13,"S","Miss","Weiblich","Überlebt","2. Klasse","Steuerbord","F"
"347","1","2","female",40,0,0,13,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"348","1","3","female",35,1,0,16.1,"S","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"349","1","3","male",3,1,1,15.9,"S","Master","Männlich","Überlebt","3. Klasse",NA,NA
"350","0","3","male",42,0,0,8.6625,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"351","0","3","male",23,0,0,9.225,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"352","0","1","male",30,0,0,35,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"353","0","3","male",15,1,1,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"354","0","3","male",25,1,0,17.8,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"355","0","3","male",30,0,0,7.225,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"356","0","3","male",28,0,0,9.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"357","1","1","female",22,0,1,55,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","E"
"358","0","2","female",38,0,0,13,"S","Miss","Weiblich","Gestorben","2. Klasse",NA,NA
"359","1","3","female",21,0,0,7.8792,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"360","1","3","female",21,0,0,7.8792,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"361","0","3","male",40,1,4,27.9,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"362","0","2","male",29,1,0,27.7208,"C","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"363","0","3","female",45,0,1,14.4542,"C","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"364","0","3","male",35,0,0,7.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"365","0","3","male",30,1,0,15.5,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"366","0","3","male",30,0,0,7.25,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"367","1","1","female",60,1,0,75.25,"C","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","D"
"368","1","3","female",35,0,0,7.2292,"C","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"369","1","3","female",21,0,0,7.75,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"370","1","1","female",24,0,0,69.3,"C","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"371","1","1","male",25,1,0,55.4417,"C","Mr","Männlich","Überlebt","1. Klasse","Backbord","E"
"372","0","3","male",18,1,0,6.4958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"373","0","3","male",19,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"374","0","1","male",22,0,0,135.6333,"C","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"375","0","3","female",3,3,1,21.075,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"376","1","1","female",35,1,0,82.1708,"C","Mrs","Weiblich","Überlebt","1. Klasse",NA,NA
"377","1","3","female",22,0,0,7.25,"S","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"378","0","1","male",27,0,2,211.5,"C","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"379","0","3","male",20,0,0,4.0125,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"380","0","3","male",19,0,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"381","1","1","female",42,0,0,227.525,"C","Miss","Weiblich","Überlebt","1. Klasse",NA,NA
"382","1","3","female",1,0,2,15.7417,"C","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"383","0","3","male",32,0,0,7.925,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"384","1","1","female",35,1,0,52,"S","Mrs","Weiblich","Überlebt","1. Klasse",NA,NA
"385","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"386","0","2","male",18,0,0,73.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"387","0","3","male",1,5,2,46.9,"S","Master","Männlich","Gestorben","3. Klasse",NA,NA
"388","1","2","female",36,0,0,13,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"389","0","3","male",30,0,0,7.7292,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"390","1","2","female",17,0,0,12,"C","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"391","1","1","male",36,1,2,120,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","B"
"392","1","3","male",21,0,0,7.7958,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"393","0","3","male",28,2,0,7.925,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"394","1","1","female",23,1,0,113.275,"C","Miss","Weiblich","Überlebt","1. Klasse","Backbord","D"
"395","1","3","female",24,0,2,16.7,"S","Mrs","Weiblich","Überlebt","3. Klasse","Backbord","G"
"396","0","3","male",22,0,0,7.7958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"397","0","3","female",31,0,0,7.8542,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"398","0","2","male",46,0,0,26,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"399","0","2","male",23,0,0,10.5,"S","Dr","Männlich","Gestorben","2. Klasse",NA,NA
"400","1","2","female",28,0,0,12.65,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"401","1","3","male",39,0,0,7.925,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"402","0","3","male",26,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"403","0","3","female",21,1,0,9.825,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"404","0","3","male",28,1,0,15.85,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"405","0","3","female",20,0,0,8.6625,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"406","0","2","male",34,1,0,21,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"407","0","3","male",51,0,0,7.75,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"408","1","2","male",3,1,1,18.75,"S","Master","Männlich","Überlebt","2. Klasse",NA,NA
"409","0","3","male",21,0,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"410","0","3","female",21,3,1,25.4667,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"411","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"412","0","3","male",30,0,0,6.8583,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"413","1","1","female",33,1,0,90,"Q","Miss","Weiblich","Überlebt","1. Klasse","Backbord","C"
"414","0","2","male",30,0,0,0,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"415","1","3","male",44,0,0,7.925,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"416","0","3","female",35,0,0,8.05,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"417","1","2","female",34,1,1,32.5,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"418","1","2","female",18,0,2,13,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"419","0","2","male",30,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"420","0","3","female",10,0,2,24.15,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"421","0","3","male",30,0,0,7.8958,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"422","0","3","male",21,0,0,7.7333,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"423","0","3","male",29,0,0,7.875,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"424","0","3","female",28,1,1,14.4,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"425","0","3","male",18,1,1,20.2125,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"426","0","3","male",30,0,0,7.25,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"427","1","2","female",28,1,0,26,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"428","1","2","female",19,0,0,26,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"429","0","3","male",30,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"430","1","3","male",32,0,0,8.05,"S","Mr","Männlich","Überlebt","3. Klasse","Backbord","E"
"431","1","1","male",28,0,0,26.55,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","C"
"432","1","3","female",35,1,0,16.1,"S","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"433","1","2","female",42,1,0,26,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"434","0","3","male",17,0,0,7.125,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"435","0","1","male",50,1,0,55.9,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","E"
"436","1","1","female",14,1,2,120,"S","Miss","Weiblich","Überlebt","1. Klasse","Backbord","B"
"437","0","3","female",21,2,2,34.375,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"438","1","2","female",24,2,3,18.75,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"439","0","1","male",64,1,4,263,"S","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","C"
"440","0","2","male",31,0,0,10.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"441","1","2","female",45,1,1,26.25,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"442","0","3","male",20,0,0,9.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"443","0","3","male",25,1,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"444","1","2","female",28,0,0,13,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"445","1","3","male",30,0,0,8.1125,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"446","1","1","male",4,0,2,81.8583,"S","Master","Männlich","Überlebt","1. Klasse","Backbord","A"
"447","1","2","female",13,0,1,19.5,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"448","1","1","male",34,0,0,26.55,"S","Mr","Männlich","Überlebt","1. Klasse",NA,NA
"449","1","3","female",5,2,1,19.2583,"C","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"450","1","1","male",52,0,0,30.5,"S","Major","Männlich","Überlebt","1. Klasse","Backbord","C"
"451","0","2","male",36,1,2,27.75,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"452","0","3","male",30,1,0,19.9667,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"453","0","1","male",30,0,0,27.75,"C","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","C"
"454","1","1","male",49,1,0,89.1042,"C","Mr","Männlich","Überlebt","1. Klasse","Backbord","C"
"455","0","3","male",30,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"456","1","3","male",29,0,0,7.8958,"C","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"457","0","1","male",65,0,0,26.55,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","E"
"458","1","1","female",35,1,0,51.8625,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","D"
"459","1","2","female",50,0,0,10.5,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"460","0","3","male",30,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"461","1","1","male",48,0,0,26.55,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","E"
"462","0","3","male",34,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"463","0","1","male",47,0,0,38.5,"S","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","E"
"464","0","2","male",48,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"465","0","3","male",30,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"466","0","3","male",38,0,0,7.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"467","0","2","male",30,0,0,0,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"468","0","1","male",56,0,0,26.55,"S","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"469","0","3","male",30,0,0,7.725,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"470","1","3","female",0.75,2,1,19.2583,"C","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"471","0","3","male",30,0,0,7.25,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"472","0","3","male",38,0,0,8.6625,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"473","1","2","female",33,1,2,27.75,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"474","1","2","female",23,0,0,13.7917,"C","Mrs","Weiblich","Überlebt","2. Klasse",NA,"D"
"475","0","3","female",22,0,0,9.8375,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"476","0","1","male",30,0,0,52,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","A"
"477","0","2","male",34,1,0,21,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"478","0","3","male",29,1,0,7.0458,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"479","0","3","male",22,0,0,7.5208,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"480","1","3","female",2,0,1,12.2875,"S","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"481","0","3","male",9,5,2,46.9,"S","Master","Männlich","Gestorben","3. Klasse",NA,NA
"482","0","2","male",30,0,0,0,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"483","0","3","male",50,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"484","1","3","female",63,0,0,9.5875,"S","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"485","1","1","male",25,1,0,91.0792,"C","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","B"
"486","0","3","female",21,3,1,25.4667,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"487","1","1","female",35,1,0,90,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","C"
"488","0","1","male",58,0,0,29.7,"C","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","B"
"489","0","3","male",30,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"490","1","3","male",9,1,1,15.9,"S","Master","Männlich","Überlebt","3. Klasse",NA,NA
"491","0","3","male",30,1,0,19.9667,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"492","0","3","male",21,0,0,7.25,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"493","0","1","male",55,0,0,30.5,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"494","0","1","male",71,0,0,49.5042,"C","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"495","0","3","male",21,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"496","0","3","male",30,0,0,14.4583,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"497","1","1","female",54,1,0,78.2667,"C","Miss","Weiblich","Überlebt","1. Klasse","Backbord","D"
"498","0","3","male",30,0,0,15.1,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"499","0","1","female",25,1,2,151.55,"S","Mrs","Weiblich","Gestorben","1. Klasse","Backbord","C"
"500","0","3","male",24,0,0,7.7958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"501","0","3","male",17,0,0,8.6625,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"502","0","3","female",21,0,0,7.75,"Q","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"503","0","3","female",21,0,0,7.6292,"Q","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"504","0","3","female",37,0,0,9.5875,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"505","1","1","female",16,0,0,86.5,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"506","0","1","male",18,1,0,108.9,"C","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","C"
"507","1","2","female",33,0,2,26,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"508","1","1","male",30,0,0,26.55,"S","Mr","Männlich","Überlebt","1. Klasse",NA,NA
"509","0","3","male",28,0,0,22.525,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"510","1","3","male",26,0,0,56.4958,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"511","1","3","male",29,0,0,7.75,"Q","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"512","0","3","male",30,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"513","1","1","male",36,0,0,26.2875,"S","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","E"
"514","1","1","female",54,1,0,59.4,"C","Mrs","Weiblich","Überlebt","1. Klasse",NA,NA
"515","0","3","male",24,0,0,7.4958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"516","0","1","male",47,0,0,34.0208,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","D"
"517","1","2","female",34,0,0,10.5,"S","Mrs","Weiblich","Überlebt","2. Klasse","Steuerbord","F"
"518","0","3","male",30,0,0,24.15,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"519","1","2","female",36,1,0,26,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"520","0","3","male",32,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"521","1","1","female",30,0,0,93.5,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"522","0","3","male",22,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"523","0","3","male",30,0,0,7.225,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"524","1","1","female",44,0,1,57.9792,"C","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","B"
"525","0","3","male",30,0,0,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"526","0","3","male",40.5,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"527","1","2","female",50,0,0,10.5,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"528","0","1","male",30,0,0,221.7792,"S","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","C"
"529","0","3","male",39,0,0,7.925,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"530","0","2","male",23,2,1,11.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"531","1","2","female",2,1,1,26,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"532","0","3","male",30,0,0,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"533","0","3","male",17,1,1,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"534","1","3","female",35,0,2,22.3583,"C","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"535","0","3","female",30,0,0,8.6625,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"536","1","2","female",7,0,2,26.25,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"537","0","1","male",45,0,0,26.55,"S","Major","Männlich","Gestorben","1. Klasse","Backbord","B"
"538","1","1","female",30,0,0,106.425,"C","Miss","Weiblich","Überlebt","1. Klasse",NA,NA
"539","0","3","male",30,0,0,14.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"540","1","1","female",22,0,2,49.5,"C","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"541","1","1","female",36,0,2,71,"S","Miss","Weiblich","Überlebt","1. Klasse","Backbord","B"
